,Unnamed: 0,street,suburb,government_area,market,country,country_code,_id,longitude,latitude
3018,3018,"Beşiktaş, İstanbul, Turkey",Beşiktaş,Besiktas,Istanbul,Turkey,TR,25277573,29.00816,41.04537
3019,3019,"Montréal, Québec, Canada",Little Burgundy,Le Sud-Ouest,Montreal,Canada,CA,25281601,-73.57575,45.48745
3020,3020,"Humaitá, Rio de Janeiro, Brazil",Humaitá,Humaitá,Rio De Janeiro,Brazil,BR,25377740,-43.1997376615213,-22.95792977662092
3021,3021,"Beşiktaş/ bebek, İstanbul, Turkey",Beşiktaş,Besiktas,Istanbul,Turkey,TR,25436,29.03891,41.07731
3022,3022,"Barcelona, Catalunya, Spain",Sant Antoni,Sant Antoni,Barcelona,Spain,ES,25529363,2.16108,41.37541
3023,3023,"Montréal, Québec, Canada",Le Plateau,Le Plateau-Mont-Royal,Montreal,Canada,CA,25653807,-73.58167,45.5246
3024,3024,"Porto, Porto, Portugal",,Bonfim,Porto,Portugal,PT,25446051,-8.59822,41.14889
3025,3025,"Barcelona, Catalunya, Spain",Sant Pere/Santa Caterina,"Sant Pere, Santa Caterina i la Ribera",Barcelona,Spain,ES,25448375,2.17317,41.38848
3026,3026,"Montréal, Québec, Canada",Downtown Montreal,Ville-Marie,Montreal,Canada,CA,25448488,-73.58082,45.50023
3027,3027,"Matosinhos, Porto, Portugal",,Matosinhos e Leça da Palmeira,Porto,Portugal,PT,25317459,-8.67185,41.18075
3028,3028,"Barcelona, Catalunya, Spain",Eixample,la Dreta de l'Eixample,Barcelona,Spain,ES,25453308,2.1747,41.39243
3029,3029,"Porto, Porto, Portugal",,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Porto,Portugal,PT,25482600,-8.60451,41.1496
3030,3030,"Hong Kong, 新界, Hong Kong",,Sha Tin,Hong Kong,China,HK,25532301,114.17678,22.37172
3031,3031,"Hong Kong, 香港島, Hong Kong",Sai Ying Pun,Central & Western,Hong Kong,China,HK,25501014,114.1356,22.2876
3032,3032,"Forest Lodge, NSW, Australia",Forest Lodge,Sydney,Sydney,Australia,AU,25410221,151.18108,-33.88433
3033,3033,"New Territories, New Territories, Hong Kong",,Tuen Mun,Hong Kong,China,HK,25311086,113.97528,22.40478
3034,3034,"Brooklyn, NY, United States",Greenpoint,Greenpoint,New York,United States,US,253842,-73.95296,40.73714
3035,3035,"Porto, Porto, Portugal",,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Porto,Portugal,PT,25485516,-8.60233,41.14555
3036,3036,"Barcelona, Catalunya, Spain",El Besòs i el Maresme,el Besòs i el Maresme,Barcelona,Spain,ES,25538422,2.2145,41.41214
3037,3037,"Kadıköy, İstanbul, Turkey",Moda,Kadikoy,Istanbul,Turkey,TR,25541515,29.0258,40.98713
3038,3038,"Adalar, İstanbul, Turkey",,Adalar,Istanbul,Turkey,TR,25570581,29.06477,40.88264
3039,3039,"Montréal, QC, Canada",Outremont,Outremont,Montreal,Canada,CA,25575665,-73.60989000000001,45.52276
3040,3040,"Istanbul, Istanbul Province, Turkey",,Kagithane,Istanbul,Turkey,TR,2538085,28.98092,41.0892
3041,3041,"Barcelona, Catalunya, Spain",Ciutat Vella,el Raval,Barcelona,Spain,ES,25402379,2.17466,41.3781
3042,3042,"Rio De Janeiro, Brazil",Copacabana,Copacabana,Rio De Janeiro,Brazil,BR,25513422,-43.18822533645001,-22.973207953474823
3043,3043,"Montréal, Québec, Canada",Mile End,Le Plateau-Mont-Royal,Montreal,Canada,CA,25266022,-73.60518,45.52362
3044,3044,"Beşiktaş, İstanbul, Turkey",Üsküdar,Uskudar,Istanbul,Turkey,TR,25484442,29.04929,41.00184
3045,3045,"Waimea, HI, United States",Island of Hawaiʻi,South Kohala,The Big Island,United States,US,25595444,-155.87606,19.92999
3046,3046,"Grajau, Rio de Janeiro, Brazil",Grajaú,Grajaú,Rio De Janeiro,Brazil,BR,25266112,-43.254812622976,-22.919667645231225
3047,3047,"Porto, Porto, Portugal",,Bonfim,Porto,Portugal,PT,25292788,-8.60027,41.16029
3048,3048,"Leme, Rio de Janeiro, Brazil",Leme,Leme,Rio De Janeiro,Brazil,BR,25323086,-43.172436514896255,-22.96285368052704
3049,3049,"Vila Nova de Gaia, Porto, Portugal",,Santa Marinha e São Pedro da Afurada,Porto,Portugal,PT,25399181,-8.61138,41.13627
3050,3050,"Montréal, Québec, Canada",Old Rosemont,Rosemont-La Petite-Patrie,Montreal,Canada,CA,25414968,-73.57521,45.55707
3051,3051,"Copacabana, Rio de Janeiro, Brazil",Copacabana,Copacabana,Rio De Janeiro,Brazil,BR,25551939,-43.19108109985895,-22.97805931377289
3052,3052,"Montréal, Québec, Canada",Downtown Montreal,Ville-Marie,Montreal,Canada,CA,25582976,-73.55908,45.51239
3053,3053,"Honolulu, HI, United States",Honolulu,Primary Urban Center,Oahu,United States,US,2530337,-157.85041,21.31008
3054,3054,"Vila Nova de Gaia, Porto, Portugal",,Santa Marinha e São Pedro da Afurada,Porto,Portugal,PT,25503822,-8.60731,41.13396
3055,3055,"Hong Kong, Kowloon, Hong Kong",Yau Tsim Mong,Yau Tsim Mong,Hong Kong,China,HK,25750703,114.17283,22.30445
3056,3056,"Wailuku, HI, United States",Maui,Kihei-Makena,Maui,United States,US,25688687,-156.50678,20.79562
3057,3057,"Hong Kong, Hong Kong Island, Hong Kong",Sai Ying Pun,Central & Western,Hong Kong,China,HK,25983004,114.14333,22.28759
3058,3058,"Barcelona, Catalunya, Spain",Ciutat Vella,el Raval,Barcelona,Spain,ES,26263467,2.1663,41.38394
3059,3059,"Barcelona, Catalunya, Spain",Ciutat Vella,el Barri Gòtic,Barcelona,Spain,ES,26319639,2.17557,41.38123
3060,3060,"Montréal, Québec, Canada",Mercier-Hochelaga-Maisonneuve,Mercier-Hochelaga-Maisonneuve,Montreal,Canada,CA,26365414,-73.55022,45.57491
3061,3061,"Rio, Rio de Janeiro, Brazil",Barra da Tijuca,Barra da Tijuca,Rio De Janeiro,Brazil,BR,2569326,-43.35856376288552,-22.989971108927783
3062,3062,"Hong Kong, New Territories, Hong Kong",,Islands,Hong Kong,China,HK,25739053,113.95176,22.29495
3063,3063,"Fatih, İstanbul, Turkey",Fatih,Fatih,Istanbul,Turkey,TR,25794804,28.97196,41.00537
3064,3064,"Princeville, HI, United States",Kauaʻi,North Shore Kauai,Kauai,United States,US,25803333,-159.46807,22.22189
3065,3065,"Princeville, HI, United States",Kauaʻi,North Shore Kauai,Kauai,United States,US,25803387,-159.47092,22.22033
3066,3066,"İstanbul, Kadıköy, Turkey",Kadıköy Merkezi,Kadikoy,Istanbul,Turkey,TR,25819967,29.02963,40.99558
3067,3067,"Istanbul, İstanbul, Turkey",Beyoglu,Beyoglu,Istanbul,Turkey,TR,25845370,28.98128,41.03107
3068,3068,"Montreal, QC, Canada",Le Plateau-Mont-Royal,Le Plateau-Mont-Royal,Montreal,Canada,CA,259661,-73.57803,45.52579
3069,3069,"Brooklyn, NY, United States",Fort Greene,Fort Greene,New York,United States,US,260451,-73.97203,40.69142
3070,3070,"Chatswood, NSW, Australia",Chatswood,Willoughby,Sydney,Australia,AU,26084478,151.19258,-33.79566
3071,3071,"Rio de Janeiro, Rio de Janeiro, Brazil",Copacabana,Copacabana,Rio De Janeiro,Brazil,BR,26110157,-43.18298112387927,-22.96827522014027
3072,3072,"Montréal, Québec, Canada",La Petite-Patrie,Rosemont-La Petite-Patrie,Montreal,Canada,CA,26134555,-73.60055,45.54112
3073,3073,"Vila Nova de Gaia, Porto, Portugal",,Mafamude e Vilar do Paraíso,Porto,Portugal,PT,26151425,-8.60854,41.12771
3074,3074,"Barcelona, Catalunya, Spain",El Gòtic,el Barri Gòtic,Barcelona,Spain,ES,26242605,2.17855,41.38164
3075,3075,"Kingsford, NSW, Australia",Kingsford,Randwick,Sydney,Australia,AU,26273293,151.23078,-33.92315
3076,3076,"Hong Kong, Hong Kong Island, Hong Kong",Wan Chai District,Wan Chai,Hong Kong,China,HK,25796321,114.17551,22.27705
3077,3077,"Hong Kong, Kowloon, Hong Kong",Kwun Tong District,Kwun Tong,Hong Kong,China,HK,25708577,114.23605,22.29427
3078,3078,"Newtown, NSW, Australia",Newtown/Enmore,Marrickville,Sydney,Australia,AU,25961494,151.17798,-33.90252
3079,3079,"Barcelona, CT, Spain",Eixample,la Dreta de l'Eixample,Barcelona,Spain,ES,26008844,2.17331,41.39985
3080,3080,"Montréal, Québec, Canada",Old Montreal,Ville-Marie,Montreal,Canada,CA,26023825,-73.55364,45.51031
3081,3081,"Porto, Porto, Portugal",,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Porto,Portugal,PT,26100353,-8.62063,41.15544
3082,3082,"Leme, Rio de Janeiro, Brazil",Leme,Leme,Rio De Janeiro,Brazil,BR,26199936,-43.16990793229011,-22.961917625695435
3083,3083,"Porto, Grande Porto, Portugal",,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Porto,Portugal,PT,26323083,-8.60438,41.1545
3084,3084,"Alexandria, NSW, Australia",Redfern,Sydney,Sydney,Australia,AU,26334724,151.19829,-33.89472
3085,3085,"Drummoyne, NSW, Australia",Drummoyne,Canada Bay,Sydney,Australia,AU,26340840,151.15249,-33.8464
3086,3086,"Barcelona, Catalunya, Spain",Ciutat Vella,el Barri Gòtic,Barcelona,Spain,ES,26380958,2.17539,41.38126
3087,3087,"Princeville, HI, United States",Kauaʻi,North Shore Kauai,Kauai,United States,US,2584102,-159.47801,22.22061
3088,3088,"Montréal, Québec, Canada",Le Plateau,Le Plateau-Mont-Royal,Montreal,Canada,CA,26077159,-73.58125,45.52531
3089,3089,"Barcelona, Catalunya, Spain",Gràcia,la Vila de Gràcia,Barcelona,Spain,ES,26106160,2.15063,41.40447
3090,3090,"Barcelona, Catalunya, Spain",Sant Martí,el Poblenou,Barcelona,Spain,ES,26120284,2.20117,41.40255
3091,3091,"Hong Kong, Kowloon, Hong Kong",Yau Tsim Mong,Yau Tsim Mong,Hong Kong,China,HK,26150475,114.16683,22.30618
3092,3092,"Şişli, İstanbul, Turkey",Şişli,Sisli,Istanbul,Turkey,TR,26342532,28.98504,41.0512
3093,3093,"Medas, Porto, Portugal",,Melres e Medas,Porto,Portugal,PT,25726820,-8.45309,41.06131
3094,3094,"Honolulu, HI, United States",Waikiki,Primary Urban Center,Oahu,United States,US,25875649,-157.83098,21.28493
3095,3095,"Vila Nova de Gaia, Porto, Portugal",,Santa Marinha e São Pedro da Afurada,Porto,Portugal,PT,25701117,-8.61044,41.13685
3096,3096,"TR, Turkey",,Bakirkoy,Istanbul,Turkey,TR,25723457,28.88641,40.99266
3097,3097,"Hong Kong, Kowloon, Hong Kong",Mong Kok,Yau Tsim Mong,Hong Kong,China,HK,25895351,114.16893,22.31462
3098,3098,"Barcelona, Catalunya, Spain",El Born,"Sant Pere, Santa Caterina i la Ribera",Barcelona,Spain,ES,25996203,2.17952,41.38427
3099,3099,"Kaanapali, HI, United States",Maui,Lahaina,Maui,United States,US,26014383,-156.69251,20.92698
3100,3100,"Grajau, Rio de Janeiro, Brazil",Engenho Novo,Engenho Novo,Rio De Janeiro,Brazil,BR,26210993,-43.2718506152968,-22.913544431538625
3101,3101,"El Prat de Llobregat, Catalunya, Spain",Sants-Montjuïc,la Marina del Prat Vermell,Barcelona,Spain,ES,2606204,2.0978,41.33371
3102,3102,"New York, NY, United States",Manhattan,Upper East Side,New York,United States,US,2607583,-73.95588,40.77231
3103,3103,"Hong Kong, Kowloon, Hong Kong",Hung Hom,Kowloon City,Hong Kong,China,HK,26259025,114.18672,22.30099
3104,3104,"Honolulu, HI, United States",Honolulu,Primary Urban Center,Oahu,United States,US,2629234,-157.8205,21.27592
3105,3105,"Montréal, Québec, Canada",Rosemont-La Petite-Patrie,Rosemont-La Petite-Patrie,Montreal,Canada,CA,26320917,-73.5769,45.56223
3106,3106,"Barcelona, Catalunya, Spain",Sant Gervasi - Galvany,Sant Gervasi - Galvany,Barcelona,Spain,ES,26366454,2.14869,41.39592
3107,3107,"Bondi Beach, NSW, Australia",Bondi Beach,Waverley,Sydney,Australia,AU,26414600,151.26985,-33.88589
3108,3108,"Poipu, HI, United States",Kauaʻi,Koloa-Poipu,Kauai,United States,US,25841245,-159.4449,21.86867
3109,3109,"Kahana, HI, United States",Westside,Lahaina,Maui,United States,US,25949697,-156.67987,20.9713
3110,3110,"İstanbul, Sarıyer, Turkey",,Sariyer,Istanbul,Turkey,TR,26044607,29.04304,41.16868
3111,3111,"İstanbul, İstanbul, Turkey",Şişli,Sisli,Istanbul,Turkey,TR,26103478,28.988,41.06116
3112,3112,"Montréal, Québec, Canada",Villeray,Villeray-Saint-Michel-Parc-Extension,Montreal,Canada,CA,26185187,-73.62657,45.53873
3113,3113,"Kamuela, HI, United States",Island of Hawaiʻi,South Kohala,The Big Island,United States,US,26197507,-155.85622,19.94653
3114,3114,"Montréal, Québec, Canada",Le Plateau-Mont-Royal,Le Plateau-Mont-Royal,Montreal,Canada,CA,26231187,-73.59447,45.52984
3115,3115,"Barcelona, Catalunya, Spain",Ciutat Vella,el Barri Gòtic,Barcelona,Spain,ES,26348233,2.17552,41.37998
3116,3116,"Coogee, NSW, Australia",Coogee,Randwick,Sydney,Australia,AU,26474245,151.25564,-33.92142
3117,3117,"Kihei, HI, United States",Kihei/Wailea,Kihei-Makena,Maui,United States,US,2578814,-156.44683,20.72441
3118,3118,"Kadıköy, İstanbul, Turkey",Kadıköy,Kadikoy,Istanbul,Turkey,TR,25881010,29.07697,40.98235
3119,3119,"Montréal, Québec, Canada",Cote-des-Neiges,Côte-des-Neiges-Notre-Dame-de-Grâce,Montreal,Canada,CA,25913216,-73.64205,45.4977
3120,3120,"Fatih, İstanbul, Turkey",Fatih,Fatih,Istanbul,Turkey,TR,25956760,28.94747,41.03157
3121,3121,"Porto, Porto, Portugal",,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Porto,Portugal,PT,25964005,-8.60221,41.14578
3122,3122,"Waialua, HI, United States",Oʻahu,North Shore Oahu,Oahu,United States,US,26064830,-158.1092,21.57044
3123,3123,"Annandale, NSW, Australia",Annandale/Leichhardt,Leichhardt,Sydney,Australia,AU,2609433,151.1729,-33.88452
3124,3124,"Barcelona, Catalunya, Spain",Sants-Montjuïc,Hostafrancs,Barcelona,Spain,ES,26113123,2.145,41.37794
3125,3125,"Barcelona, Catalunya, Spain",El Raval,el Raval,Barcelona,Spain,ES,26120851,2.16621,41.38395
3126,3126,"Montréal, Québec, Canada",Le Plateau-Mont-Royal,Le Plateau-Mont-Royal,Montreal,Canada,CA,26164547,-73.57857,45.52293
3127,3127,"Vila Nova de Gaia, Porto, Portugal",,Santa Marinha e São Pedro da Afurada,Porto,Portugal,PT,26209883,-8.62179,41.12777
3128,3128,"Hong Kong, Kowloon, Hong Kong",Yau Tsim Mong,Yau Tsim Mong,Hong Kong,China,HK,26342079,114.16791,22.31996
3129,3129,"Pāhoa, HI, United States",Island of Hawaiʻi,Puna,The Big Island,United States,US,26391176,-154.9195,19.50217
3130,3130,"Hong Kong, Kowloon, Hong Kong",Mong Kok,Yau Tsim Mong,Hong Kong,China,HK,26415333,114.16829,22.32116
3131,3131,"Porto, Porto, Portugal",,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Porto,Portugal,PT,26443961,-8.60567,41.15156
3132,3132,"Princeville, HI, United States",Kauaʻi,North Shore Kauai,Kauai,United States,US,25803348,-159.47528,22.22821
3133,3133,"Montréal, Québec, Canada",Quartier des Spectacles,Ville-Marie,Montreal,Canada,CA,25919307,-73.56208,45.51139
3134,3134,"Kadıköy, İstanbul, Turkey",Kadıköy,Kadikoy,Istanbul,Turkey,TR,25970511,29.03158,41.00278
3135,3135,"Beyoğlu, İstanbul, Turkey",Beyoglu,Beyoglu,Istanbul,Turkey,TR,25989823,28.9771,41.0308
3136,3136,"Pyrmont, NSW, Australia",Pyrmont,Sydney,Sydney,Australia,AU,26112559,151.19653,-33.87332
3137,3137,"Malabar, NSW, Australia",Malabar,Randwick,Sydney,Australia,AU,26308209,151.24884,-33.96664
3138,3138,"Montréal, Québec, Canada",Downtown Montreal,Ville-Marie,Montreal,Canada,CA,25784240,-73.56208,45.5122
3139,3139,"Kailua-Kona, HI, United States",Kailua/Kona,North Kona,The Big Island,United States,US,25741832,-155.98514,19.61952
3140,3140,"Labruge, Porto, Portugal",,Labruge,Porto,Portugal,PT,25715808,-8.72207,41.27715
3141,3141,"Beyoğlu, İstanbul, Turkey",Taksim,Beyoglu,Istanbul,Turkey,TR,26358814,28.98354,41.03905
3142,3142,"Honolulu, HI, United States",Honolulu,Primary Urban Center,Oahu,United States,US,26361065,-157.8231,21.27348
3143,3143,"Montréal, Québec, Canada",Parc-Extension,Villeray-Saint-Michel-Parc-Extension,Montreal,Canada,CA,26471879,-73.62583,45.52836
3144,3144,"Ipanema, Rio de Janeiro, Brazil",Ipanema,Ipanema,Rio De Janeiro,Brazil,BR,25780094,-43.21183832660308,-22.986408245066123
3145,3145,"Montréal, Québec, Canada",Downtown Montreal,Ville-Marie,Montreal,Canada,CA,25784659,-73.58246,45.48968
3146,3146,"Hong Kong, New Territories, Hong Kong",,Tuen Mun,Hong Kong,China,HK,25785011,113.97378,22.39716
3147,3147,"BARCELONA, city, Spain",El Raval,el Raval,Barcelona,Spain,ES,25820671,2.16624,41.38319
3148,3148,"深圳市, 广东省, China",,North,Hong Kong,China,CN,25950909,114.12288,22.5345
3149,3149,"Honolulu, HI, United States",Kalihi Valley,Primary Urban Center,Oahu,United States,US,260703,-157.84679,21.36338
3150,3150,"Hong Kong, Kowloon, Hong Kong",Yau Tsim Mong,Yau Tsim Mong,Hong Kong,China,HK,2612849,114.16932,22.31863
3151,3151,"Lahaina, HI, United States",Napili/Honokowai,Lahaina,Maui,United States,US,26170427,-156.68587,20.95666
3152,3152,"Matosinhos, Porto, Portugal",,Matosinhos e Leça da Palmeira,Porto,Portugal,PT,26436758,-8.69027,41.17908
3153,3153,"Barcelona, Catalunya, Spain",Eixample,la Nova Esquerra de l'Eixample,Barcelona,Spain,ES,25832582,2.15698,41.38266
3154,3154,"Beyoğlu, İstanbul, Turkey",Beyoglu,Beyoglu,Istanbul,Turkey,TR,25865052,28.97163,41.02763
3155,3155,"Hong Kong, Kowloon, Hong Kong",Kowloon City,Kowloon City,Hong Kong,China,HK,25879830,114.19081,22.31811
3156,3156,"Montréal, Québec, Canada",Downtown Montreal,Ville-Marie,Montreal,Canada,CA,25937713,-73.58131,45.49394
3157,3157,"Porto, Porto, Portugal",,Paranhos,Porto,Portugal,PT,26106075,-8.5879,41.17727
3158,3158,"Kihei, HI, United States",Maui,Kihei-Makena,Maui,United States,US,26257930,-156.44098,20.69808
3159,3159,"Mindelo, Porto District, Portugal",,Vila Chã,Porto,Portugal,PT,2634829,-8.731770000000001,41.30549
3160,3160,"Kadıköy, İstanbul, Turkey",Moda,Kadikoy,Istanbul,Turkey,TR,26405954,29.03209,40.98724
3161,3161,"Montréal, QC, Canada",Mile End,Le Plateau-Mont-Royal,Montreal,Canada,CA,26438611,-73.59376,45.51961
3162,3162,"Barcelona, Catalunya, Spain",La Vila Olímpica,la Vila Olímpica del Poblenou,Barcelona,Spain,ES,26444105,2.19483,41.3942
3163,3163,"Barcelona, Barcelona, Spain",Eixample,la Sagrada Família,Barcelona,Spain,ES,25852937,2.17636,41.40547
3164,3164,"Porto, Porto, Portugal",,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Porto,Portugal,PT,26048057,-8.62537,41.16068
3165,3165,"Waikiki, HI, United States",Honolulu,Primary Urban Center,Oahu,United States,US,26204249,-157.822,21.27413
3166,3166,"New York, NY, United States",Manhattan,East Village,New York,United States,US,263190,-73.98591,40.72534
3167,3167,"İstanbul , İstanbul, Turkey",,Bakirkoy,Istanbul,Turkey,TR,25939348,28.87481,40.99264
3168,3168,"Honolulu, HI, United States",Oʻahu,Primary Urban Center,Oahu,United States,US,25953244,-157.83454,21.28482
3169,3169,"Pyrmont, NSW, Australia",Pyrmont,Sydney,Sydney,Australia,AU,25977467,151.19699,-33.87509
3170,3170,"Honolulu, HI, United States",Oʻahu,Primary Urban Center,Oahu,United States,US,26014922,-157.83596,21.28486
3171,3171,"Şişli, İstanbul, Turkey",Şişli,Sisli,Istanbul,Turkey,TR,26060837,28.98097,41.05279
3172,3172,"Hong Kong, Hong Kong Island, Hong Kong",Shek Tong Tsui,Central & Western,Hong Kong,China,HK,26270602,114.13231,22.28754
3173,3173,"Porto, Porto, Portugal",,Paranhos,Porto,Portugal,PT,26287233,-8.60646,41.17057
3174,3174,"Waianae, HI, United States",Nanakuli/Maili,Waianae,Oahu,United States,US,26315238,-158.17655,21.41425
3175,3175,"Waianae, HI, United States",Oʻahu,Waianae,Oahu,United States,US,26365192,-158.21734,21.46995
3176,3176,"Lihue, HI, United States",Kauaʻi,Lihue,Kauai,United States,US,2576604,-159.35173,21.96126
3177,3177,"Istanbul , İstanbul, Turkey",Cihangir,Beyoglu,Istanbul,Turkey,TR,25829784,28.98309,41.03293
3178,3178,"Barcelona, Barcelona, Spain",Horta-Guinardó,Can Baró,Barcelona,Spain,ES,25831839,2.16097,41.41465
3179,3179,"Koloa/Poipu, HI, United States",Kauaʻi,Koloa-Poipu,Kauai,United States,US,25841258,-159.4472,21.87045
3180,3180,"Hong Kong, Kowloon, Hong Kong",Sham Shui Po District,Sham Shui Po,Hong Kong,China,HK,25856585,114.16846,22.3276
3181,3181,"Barcelona, Catalunya, Spain",Vila de Gràcia,la Vila de Gràcia,Barcelona,Spain,ES,25887595,2.15555,41.39634
3182,3182,"Povoa de Varzim, Porto District, Portugal",,"Póvoa de Varzim, Beiriz e Argivai",Porto,Portugal,PT,25997982,-8.77257,41.38792
3183,3183,"Barcelona, Catalunya, Spain",Eixample,el Fort Pienc,Barcelona,Spain,ES,26105391,2.18089,41.39684
3184,3184,"Porto, Porto District, Portugal",,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Porto,Portugal,PT,26120502,-8.60273,41.15036
3185,3185,"Hong Kong, Hong Kong Island, Hong Kong",Central & Western District,Central & Western,Hong Kong,China,HK,26146479,114.15335,22.28533
3186,3186,"Beşiktaş, İstanbul, Turkey",Beşiktaş,Besiktas,Istanbul,Turkey,TR,26158096,29.01307,41.04606
3187,3187,"Hong Kong, Hong Kong Island, Hong Kong",North Point,Eastern,Hong Kong,China,HK,26178812,114.19977,22.29032
3188,3188,"Barcelona, Catalunya, Spain",Ciutat Vella,el Barri Gòtic,Barcelona,Spain,ES,26313903,2.17585,41.38406
3189,3189,"Hong Kong, New Territories, Hong Kong",,Sai Kung,Hong Kong,China,HK,26344088,114.26052,22.39018
3190,3190,"Whale Beach, NSW, Australia",Palm Beach,Pittwater,Sydney,Australia,AU,26430039,151.32739,-33.60676
3191,3191,"Porto, Porto, Portugal",,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Porto,Portugal,PT,25769873,-8.61722,41.14244
3192,3192,"Montréal, Québec, Canada",Le Plateau,Le Plateau-Mont-Royal,Montreal,Canada,CA,25792524,-73.56559,45.52799
3193,3193,"Barra da Tijuca, Rio de Janeiro, Brazil",Barra da Tijuca,Barra da Tijuca,Rio De Janeiro,Brazil,BR,25911135,-43.41899665288906,-23.003707685043462
3194,3194,"Lahaina, HI, United States",Westside,Lahaina,Maui,United States,US,25977832,-156.68395,20.95762
3195,3195,"Porto, Porto, Portugal",,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Porto,Portugal,PT,26077593,-8.60269,41.14802
3196,3196,"Kihei, HI, United States",Kihei/Wailea,Kihei-Makena,Maui,United States,US,26108786,-156.44492,20.71271
3197,3197,"Porto, Porto, Portugal",,"Aldoar, Foz do Douro e Nevogilde",Porto,Portugal,PT,26143851,-8.67211,41.15087
3198,3198,"Porto, Porto, Portugal",,Bonfim,Porto,Portugal,PT,26232410,-8.59848,41.14567
3199,3199,"Leichhardt, NSW, Australia",Annandale/Leichhardt,Leichhardt,Sydney,Australia,AU,26244400,151.14769,-33.8802
3200,3200,"Waikele, HI, United States",Oʻahu,Central Oahu,Oahu,United States,US,26263470,-158.01012,21.40908
3201,3201,"Barcelona, Catalunya, Spain",Sant Pere/Santa Caterina,"Sant Pere, Santa Caterina i la Ribera",Barcelona,Spain,ES,26313671,2.1818,41.38763
3202,3202,"Koloa, HI, United States",Kauaʻi,Koloa-Poipu,Kauai,United States,US,26419653,-159.45861,21.88376
3203,3203,"Tijuca, Rio de Janeiro, Brazil",Tijuca,Tijuca,Rio De Janeiro,Brazil,BR,26427671,-43.2212814243648,-22.92322135594837
3204,3204,"Copacabana, Rio de Janeiro, Brazil",Copacabana,Copacabana,Rio De Janeiro,Brazil,BR,26463049,-43.191166017041695,-22.974201594007827
3205,3205,"Montréal, QC, Canada",Hochelaga-Maisonneuve,Mercier-Hochelaga-Maisonneuve,Montreal,Canada,CA,26592468,-73.55393,45.55324
3206,3206,"Barcelona, Catalunya, Spain",El Putget i Farró,el Putxet i el Farró,Barcelona,Spain,ES,26664547,2.14007,41.41128
3207,3207,"Hong Kong, Kowloon, Hong Kong",Mong Kok,Yau Tsim Mong,Hong Kong,China,HK,26475990,114.17045,22.31935
3208,3208,"Hong Kong, 九龍, Hong Kong",Mong Kok,Yau Tsim Mong,Hong Kong,China,HK,26487387,114.16967,22.3219
3209,3209,"Vila Nova de Gaia, Porto, Portugal",,Madalena,Porto,Portugal,PT,26684891,-8.66133,41.10953
3210,3210,"Barcelona, Catalunya, Spain",Sant Pere/Santa Caterina,"Sant Pere, Santa Caterina i la Ribera",Barcelona,Spain,ES,26488006,2.17964,41.38919
3211,3211,"Copacabana, Rio de Janeiro, Brazil",Copacabana,Copacabana,Rio De Janeiro,Brazil,BR,26607708,-43.175123885006016,-22.96484718482345
3212,3212,"Póvoa de Varzim, Portugal",,"AVer-o-Mar, Amorim e Terroso",Porto,Portugal,PT,26630155,-8.77599,41.39707
3213,3213,"Montréal, Québec, Canada",Le Plateau,Le Plateau-Mont-Royal,Montreal,Canada,CA,26493902,-73.58263,45.52309
3214,3214,"Barcelona, Catalunya, Spain",Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Barcelona,Spain,ES,26488387,2.17968,41.38982
3215,3215,"Barcelona, Catalunya, Spain",La Barceloneta,la Barceloneta,Barcelona,Spain,ES,26549962,2.18998,41.37773
3216,3216,"Barcelona, Catalunya, Spain",El Gòtic,el Barri Gòtic,Barcelona,Spain,ES,26521403,2.17685,41.38023
3217,3217,"Beşiktaş, İstanbul, Turkey",Beşiktaş,Besiktas,Istanbul,Turkey,TR,26540293,29.00018,41.04525
3218,3218,"Hanalei, HI, United States",Kauaʻi,North Shore Kauai,Kauai,United States,US,26549061,-159.49713,22.20656
3219,3219,"Esenyurt, İstanbul, Turkey",,Esenyurt,Istanbul,Turkey,TR,26687281,28.65739,41.02728
3220,3220,"Honokaa, HI, United States",Hamakua Coast,Hamakua,The Big Island,United States,US,2670173,-155.58062,20.11839
3221,3221,"Porto, Porto, Portugal",,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Porto,Portugal,PT,26627443,-8.61802,41.14229
3222,3222,"Honolulu, HI, United States",Honolulu,Primary Urban Center,Oahu,United States,US,26533551,-157.82209,21.27353
3223,3223,"Gordon, NSW, Australia",,Ku-Ring-Gai,Sydney,Australia,AU,2660996,151.1443,-33.76595
3224,3224,"Montréal, Québec, Canada",Cote-des-Neiges,Côte-des-Neiges-Notre-Dame-de-Grâce,Montreal,Canada,CA,26520002,-73.63201,45.48207
